"STATISTIÈNA REGIJA","SKD DEJAVNOST","MESEC","Neto plaèa Plaèa za mesec [EUR]"
"Obalno-kraška","SKD Dejavnost","2014M02",968.33
"Obalno-kraška","SKD Dejavnost","2014M03",979.11
"Obalno-kraška","SKD Dejavnost","2014M04",987.04
"Obalno-kraška","SKD Dejavnost","2014M05",979.36
"Obalno-kraška","SKD Dejavnost","2014M06",974.06
"Obalno-kraška","SKD Dejavnost","2014M07",987.73
"Obalno-kraška","SKD Dejavnost","2014M08",968.78
"Obalno-kraška","SKD Dejavnost","2014M09",969.94
"Obalno-kraška","SKD Dejavnost","2014M10",1003.97
"Obalno-kraška","SKD Dejavnost","2014M11",1044.38
"Obalno-kraška","SKD Dejavnost","2014M12",1024.75
"Obalno-kraška","SKD Dejavnost","2015M01",988.32
"Obalno-kraška","SKD Dejavnost","2015M02",968.04
"Obalno-kraška","SKD Dejavnost","2015M03",988.76
"Obalno-kraška","SKD Dejavnost","2015M04",1000.45
"Obalno-kraška","SKD Dejavnost","2015M05",984.91
"Obalno-kraška","SKD Dejavnost","2015M06",986.95
"Obalno-kraška","SKD Dejavnost","2015M07",1005.46
"Obalno-kraška","SKD Dejavnost","2015M08",977.39
"Obalno-kraška","SKD Dejavnost","2015M09",981.31
"Obalno-kraška","SKD Dejavnost","2015M10",1000.65
"Obalno-kraška","SKD Dejavnost","2015M11",1066.57
"Obalno-kraška","SKD Dejavnost","2015M12",1026.65
"Obalno-kraška","SKD Dejavnost","2016M01",1001.65
"Obalno-kraška","SKD Dejavnost","2016M02",989.27
"Obalno-kraška","SKD Dejavnost","2016M03",1005.78
"Obalno-kraška","SKD Dejavnost","2016M04",1022.84
"Obalno-kraška","SKD Dejavnost","2016M05",1004.19
"Obalno-kraška","SKD Dejavnost","2016M06",996.62
"Obalno-kraška","SKD Dejavnost","2016M07",1004.68
"Obalno-kraška","SKD Dejavnost","2016M08",1002.25
"Obalno-kraška","SKD Dejavnost","2016M09",997.22
"Obalno-kraška","SKD Dejavnost","2016M10",1014.49
"Obalno-kraška","SKD Dejavnost","2016M11",1054.74
"Obalno-kraška","SKD Dejavnost","2016M12",1082.82
"Obalno-kraška","SKD Dejavnost","2017M01",1024.45
"Obalno-kraška","SKD Dejavnost","2017M02",1003.63
"Obalno-kraška","SKD Dejavnost","2017M03",1024.97
"Obalno-kraška","SKD Dejavnost","2017M04",1028.50
"Obalno-kraška","SKD Dejavnost","2017M05",1046.98
"Obalno-kraška","SKD Dejavnost","2017M06",1024.07
"Obalno-kraška","SKD Dejavnost","2017M07",1025.97
"Obalno-kraška","SKD Dejavnost","2017M08",1028.62
"Obalno-kraška","SKD Dejavnost","2017M09",1027.96
"Obalno-kraška","SKD Dejavnost","2017M10",1034.93
"Obalno-kraška","SKD Dejavnost","2017M11",1149.89
"Obalno-kraška","SKD Dejavnost","2017M12",1090.37
"Obalno-kraška","SKD Dejavnost","2018M01",1057.98
"Obalno-kraška","SKD Dejavnost","2018M02",1032.00
"Obalno-kraška","SKD Dejavnost","2018M03",1033.06
"Obalno-kraška","SKD Dejavnost","2018M04",1070.19
"Obalno-kraška","SKD Dejavnost","2018M05",1056.63
"Obalno-kraška","SKD Dejavnost","2018M06",1052.99
"Obalno-kraška","SKD Dejavnost","2018M07",993.07
"Obalno-kraška","SKD Dejavnost","2018M08",1050.91
"Obalno-kraška","SKD Dejavnost","2018M09",1034.50
"Obalno-kraška","SKD Dejavnost","2018M10",1071.87
"Obalno-kraška","SKD Dejavnost","2018M11",1128.24
"Obalno-kraška","SKD Dejavnost","2018M12",1200.92
"Obalno-kraška","SKD Dejavnost","2019M01",1092.27
"Obalno-kraška","SKD Dejavnost","2019M02",1074.28
"Obalno-kraška","SKD Dejavnost","2019M03",1085.04
"Obalno-kraška","SKD Dejavnost","2019M04",1116.37
"Obalno-kraška","SKD Dejavnost","2019M05",1090.64
"Obalno-kraška","SKD Dejavnost","2019M06",1086.88
"Obalno-kraška","SKD Dejavnost","2019M07",1119.15
"Obalno-kraška","SKD Dejavnost","2019M08",1081.48
"Obalno-kraška","SKD Dejavnost","2019M09",1083.41
"Obalno-kraška","SKD Dejavnost","2019M10",1107.16
"Obalno-kraška","SKD Dejavnost","2019M11",1237.53
"Obalno-kraška","SKD Dejavnost","2019M12",1190.89
"Obalno-kraška","SKD Dejavnost","2020M01",1142.94
"Obalno-kraška","SKD Dejavnost","2020M02",1135.98
"Obalno-kraška","SKD Dejavnost","2020M03",1088.24
"Obalno-kraška","SKD Dejavnost","2020M04",1239.57
"Obalno-kraška","SKD Dejavnost","2020M05",1209.75
"Obalno-kraška","SKD Dejavnost","2020M06",1154.31
"Obalno-kraška","SKD Dejavnost","2020M07",1160.28
"Obalno-kraška","SKD Dejavnost","2020M08",1132.60
"Obalno-kraška","SKD Dejavnost","2020M09",1137.65
"Obalno-kraška","SKD Dejavnost","2020M10",1148.09
"Obalno-kraška","SKD Dejavnost","2020M11",1289.60
"Obalno-kraška","SKD Dejavnost","2020M12",1269.11
"Obalno-kraška","SKD Dejavnost","2021M01",1237.84
"Obalno-kraška","SKD Dejavnost","2021M02",1203.11
"Obalno-kraška","SKD Dejavnost","2021M03",1236.62
"Obalno-kraška","SKD Dejavnost","2021M04",1269.03
"Obalno-kraška","SKD Dejavnost","2021M05",1246.17
"Obalno-kraška","SKD Dejavnost","2021M06",1208.78
"Obalno-kraška","SKD Dejavnost","2021M07",1228.88
"Obalno-kraška","SKD Dejavnost","2021M08",1176.58
"Obalno-kraška","SKD Dejavnost","2021M09",1164.39
